spelling	transcription	stressTrans	syllStruct	syllabification	antepenultOnset	apStress	penultHLweight	preantepenultHLweight	finalHLweight	morphology	vowelLength	preantepenultWeight	antepenultWeight	mainStress	finalStress	papStress	penultOnset	suffixType	penultWeight	antepenultHLweight	S	finalWeight	Suffix	finalC	Prefix	prefixType	finalOnset	finalV	penultStress	codaLength	coda	freq	POS
virtuosity	VER2CHUW0AA1SIH0TIY0	20100	CL.CL.L.CL.CL	(v ER)(ch UW)(AA)(s IH)(t IY)	0	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.9031	N
beautician	BYUW1TIH2SHAH0N	120	CCL.CL.CL	(b y UW)(t IH)(sh AN)	CC	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	penultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	an	2	0		1.0414	N
cousin	KAH1ZAH0N	10	CL.CL	(k AH)(z AN)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	prefix	unstressed	C	an	1	0		3.0179	N
motto	MAA1TOW0	10	CL.CT	(m AA)(t OW)	other	other	L	other	H	simple	longV	other	other	penult	0	other	C	other	-V	other	other	-VV	noSuffix	open	noPrefix	other	C	ow	1	0		2.3444	N
pluto	PLUW1TOW0	10	CCL.CT	(p l UW)(t OW)	other	other	L	other	H	simple	longV	other	other	penult	0	other	CC	other	-V	other	other	-VV	noSuffix	open	noPrefix	other	C	ow	1	0		1.6021	NA
excavate	EH1KSKAH0VEY2T	102	LC.CCL.CTC	(EH k)(s k AH)(v EY t)	0	1	L	other	H	complex	longV	other	-LC	antepenult	2	other	CC	noshiftOneSyll	-V	H	otherSingleton	-TC	suffix	Singleton	prefix	unstressed	C	ey	0	1	 t	1.0414	V
eggnog	EH1GNAO2G	12	LC.CLC	(EH g)(n AO g)	other	other	H	other	H	simple	shortV	other	other	penult	2	other	0	other	-LC	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ao	1	1	 g	1.7160	N
prudential	PRUW0DEH1NSHAH0L	010	CCL.CLC.CL	(p r UW)(d EH n)(sh AL)	CC	0	H	other	L	complex	shortV	other	-V	penult	0	other	C	penultShift	-LC	L	other	-V	suffix	open	noPrefix	other	C	al	1	0		0.9542	A
resistant	RIY0ZIH1STAH0NT	010	CL.CL.CCLC	(r IY)(z IH)(s t AN t)	C	0	L	other	H	complex	shortV	other	-V	penult	0	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	CC	an	1	1	 t	1.6532	A
estimable	EH1STAH0MAH0BAH0L	1000	L.CCL.CL.CL	(EH)(s t AH)(m AH)(b AL)	CC	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		0.4771	A
against	AH0GEY1NST	01	L.CTCCC	(AH)(g EY n s t)	other	other	L	other	H	simple	longV	other	other	final	1	other	0	other	-V	other	otherCluster	-TCC	noSuffix	Cluster	noPrefix	other	C	ey	0	3	 n s t	3.6560	PREP
russia	RAH1SHAH0	10	CL.CL	(r AH)(sh AH)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	antepenultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	ah	1	0		2.4425	NA
informal	IH0NFAO1RMAH0L	010	LC.CLC.CL	(IH n)(f AO r)(m AL)	0	0	H	other	L	complex	shortV	other	-LC	penult	0	other	C	antepenultShift	-LC	H	other	-V	suffix	open	prefix	unstressed	C	al	1	0		1.9138	A
javanese	JHAA2VAH0NIY1Z	201	CL.CL.CLC	(jh AA)(v AH)(n IY z)	C	2	L	other	H	complex	shortV	other	-V	final	1	other	C	ultShift	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	0	1	 z	0.8451	NA
stygian	STIH1JHIY0AH0N	100	CCL.CL.L	(s t IH)(jh IY)(AN)	CC	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	penultShift	-V	L	other	-V	suffix	open	noPrefix	other	0	an	0	0		0.8451	NA
distinction	DIH0STIH1NGKSHAH0N	010	CL.CCLCC.CL	(d IH)(s t IH ng k)(sh AN)	C	0	H	other	L	complex	shortV	other	-V	penult	0	other	CC	penultShift	-LCC	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.1367	N
contribution	KAA2NTRAH0BYUW1SHAH0N	2010	CLC.CCL.CCL.CL	(k AA n)(t r AH)(b y UW)(sh AN)	CC	0	L	H	L	complex	shortV	-LC	-V	penult	0	2	CC	penultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.2900	N
laryngitis	LEH2RAH0NJHAY1TAH0S	2010	CL.CL.CT.CLC	(l EH)(r AN)(jh AY)(t AH s)	C	0	H	L	H	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	S	-LC	suffix	Singleton	noPrefix	other	C	ah	1	1	 s	1.2304	N
typist	TAY1PIH0ST	10	CT.CLCC	(t AY)(p IH s t)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-VV	other	SCluster	-LCC	suffix	Cluster	noPrefix	other	C	ih	1	2	 s t	1.4771	N
exemplary	IH0GZEH1MPLER0IY0	0100	LC.CLC.CCL.L	(IH g)(z EH m)(p l ER)(IY)	C	1	L	H	L	complex	shortV	-LC	-LC	antepenult	0	0	CC	preantepenultShift	-V	H	other	-V	suffix	open	prefix	unstressed	0	iy	0	0		1.6128	A
carat	KEH1RAH0T	10	CL.CLC	(k EH)(r AH t)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ah	1	1	 t	1.2304	N
vermouth	VER0MUW1TH	01	CL.CLC	(v ER)(m UW th)	other	other	L	other	H	simple	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	uw	0	1	 th	1.5441	N
burble	BER1BAH0L	10	CL.CL	(b ER)(b AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		0.3010	V
cobble	KAA1BAH0L	10	CL.CL	(k AA)(b AL)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	prefix	unstressed	C	al	1	0		0.7782	V
incessant	IH0NSEH1SAH0NT	010	LC.CL.CLC	(IH n)(s EH)(s AN t)	0	0	L	other	H	complex	shortV	other	-LC	penult	0	other	C	noshiftOneSyll	-V	H	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	an	1	1	 t	1.3802	A
inquisitive	IH0NKWIH1ZIH0TIH0V	0100	LC.CCL.CL.CLC	(IH n)(k w IH)(z IH)(t IH v)	CC	1	L	H	H	complex	shortV	-LC	-V	antepenult	0	0	C	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	0	1	 v	1.6990	A
hygiene	HHAY1JHIY2N	12	CT.CLC	(hh AY)(jh IY n)	other	other	H	other	H	simple	shortV	other	other	penult	2	other	C	other	-VV	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	iy	1	1	 n	1.9956	N
periscope	PEH1RAH0SKOW2P	102	CL.CL.CCTC	(p EH)(r AH)(s k OW p)	C	1	L	other	H	complex	longV	other	-V	antepenult	2	other	C	other	-V	L	otherSingleton	-TC	noSuffix	Singleton	prefix	unstressed	CC	ow	0	1	 p	1.4472	N
initiative	IH0NIH1SHAH0TIH0V	0100	L.CL.CL.CLC	(IH)(n IH)(sh AH)(t IH v)	C	1	L	L	H	complex	shortV	-V	-V	antepenult	0	0	C	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	0	1	 v	2.0899	N
foray	FAO1REY2	12	CL.CT	(f AO)(r EY)	other	other	L	other	H	complex	longV	other	other	penult	2	other	C	other	-V	other	other	-VV	noSuffix	open	prefix	unstressed	C	ey	1	0		1.3010	V
capsize	KAE1PSAY2Z	12	CLC.CTC	(k AE p)(s AY z)	other	other	H	other	H	complex	longV	other	other	penult	2	other	C	noshiftOneSyll	-LC	other	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	1	1	 z	0.9542	V
arsenic	AA1RSAH0NIH0K	100	LC.CL.CLC	(AA r)(s AH)(n IH k)	0	1	L	other	H	complex	shortV	other	-LC	antepenult	0	other	C	penultShift	-V	H	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	0	1	 k	1.5051	A
ether	IY1THER0	10	L.CL	(IY)(th ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	0	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		1.6812	N
immobile	IH0MOW1BIY2L	012	L.CT.CLC	(IH)(m OW)(b IY l)	0	0	H	other	H	simple	shortV	other	-V	penult	2	other	C	other	-VV	L	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	iy	1	1	 l	1.3979	A
recur	RIY0KER1	01	CL.CL	(r IY)(k ER)	other	other	L	other	L	simple	shortV	other	other	final	1	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	er	0	0		0.4771	V
basis	BEY1SIH0S	10	CT.CLC	(b EY)(s IH s)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	penultShift	-VV	other	S	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 s	2.7033	N
regenerate	RIY0JHEH1NER0EY2T	0102	CL.CL.CL.TC	(r IY)(jh EH)(n ER)(EY t)	C	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	0	ey	0	1	 t	1.2788	V
mythological	MIH2THAH0LAA1JHIH0KAH0L	20100	CL.CL.CL.CL.CL	(m IH)(th AH)(l AA)(jh IH)(k AL)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.3010	A
tiny	TAY1NIY0	10	CT.CL	(t AY)(n IY)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-VV	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		3.0386	A
sumptuous	SAH1MPCHUW0AH0S	100	CLC.CL.LC	(s AN p)(ch UW)(AH s)	C	1	L	other	H	complex	shortV	other	-LC	antepenult	0	other	C	antepenultShift	-V	H	S	-LC	suffix	Singleton	noPrefix	other	0	ah	0	1	 s	1.1761	A
gadgetry	GAE1JHAH0TRIY0	100	CL.CL.CCL	(g AE)(jh AH)(t r IY)	C	1	L	other	L	simple	shortV	other	-V	antepenult	0	other	C	other	-V	L	other	-V	noSuffix	open	noPrefix	other	CC	iy	0	0		0.6021	N
replicate	REH1PLAH0KEY2T	102	CL.CCL.CTC	(r EH)(p l AH)(k EY t)	C	1	L	other	H	complex	longV	other	-V	antepenult	2	other	CC	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ey	0	1	 t	1.4914	V
interest	IH1NTER0IH0ST	100	LC.CL.LCC	(IH n)(t ER)(IH s t)	0	1	L	other	H	complex	shortV	other	-LC	antepenult	0	other	C	other	-V	H	SCluster	-LCC	noSuffix	Cluster	prefix	unstressed	0	ih	0	2	 s t	3.2622	V
basic	BEY1SIH0K	10	CT.CLC	(b EY)(s IH k)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	penultShift	-VV	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	2.7889	A
basil	BAE1ZAH0L	10	CL.CL	(b AE)(z AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		1.6628	N
basin	BEY1SAH0N	10	CT.CL	(b EY)(s AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-VV	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.8388	N
lovely	LAH1VLIY0	10	CLC.CL	(l AH v)(l IY)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-LC	other	other	-V	suffix	open	noPrefix	other	C	iy	1	0		3.3934	N
idol	AY1DAH0L	10	T.CL	(AY)(d AL)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	0	other	-VV	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		2.0128	N
exhibition	EH2KSAH0BIH1SHAH0N	2010	LC.CL.CL.CL	(EH k)(s AH)(b IH)(sh AN)	C	0	L	H	L	complex	shortV	-LC	-V	penult	0	2	C	penultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.1399	N
prosperous	PRAA1SPER0AH0S	100	CCL.CCL.LC	(p r AA)(s p ER)(AH s)	CC	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	CC	antepenultShift	-V	L	S	-LC	suffix	Singleton	prefix	unstressed	0	ah	0	1	 s	1.7853	A
suppress	SAH0PREH1S	01	CL.CCLC	(s AH)(p r EH s)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	noshiftOneSyll	-V	other	S	-LC	suffix	Singleton	noPrefix	other	CC	eh	0	1	 s	1.8388	V
government	GAH1VER0NMAH0NT	100	CL.CLC.CLC	(g AH)(v ER n)(m AN t)	C	1	H	other	H	complex	shortV	other	-V	antepenult	0	other	C	noshiftOneSyll	-LC	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	an	0	1	 t	3.1830	N
dismiss	DIH0SMIH1S	01	CL.CCLC	(d IH)(s m IH s)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	S	-LC	noSuffix	Singleton	prefix	unstressed	CC	ih	0	1	 s	2.3139	V
decrepit	DAH0KREH1PIH0T	010	CL.CCL.CLC	(d AH)(k r EH)(p IH t)	C	0	L	other	H	complex	shortV	other	-V	penult	0	other	CC	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	1	1	 t	1.3617	A
connoisseur	KAA2NAH0SER1	201	CL.CL.CL	(k AA)(n AH)(s ER)	C	2	L	other	L	complex	shortV	other	-V	final	1	other	C	ultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	er	0	0		1.4771	N
deepen	DIY1PAH0N	10	CL.CL	(d IY)(p AN)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	prefix	unstressed	C	an	1	0		1.1461	V
ziggurat	ZIH1GER0AE2T	102	CL.CL.LC	(z IH)(g ER)(AE t)	C	1	L	other	H	simple	shortV	other	-V	antepenult	2	other	C	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	0	ae	0	1	 t	0.3010	N
exception	IH0KSEH1PSHAH0N	010	LC.CLC.CL	(IH k)(s EH p)(sh AN)	0	0	H	other	L	complex	shortV	other	-LC	penult	0	other	C	penultShift	-LC	H	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.5752	N
vendetta	VEH2NDEH1TAH0	210	CLC.CL.CL	(v EH n)(d EH)(t AH)	C	2	L	other	L	simple	shortV	other	-LC	penult	0	other	C	other	-V	H	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		1.6990	N
sanctum	SAE1NGKTAH0M	10	CLCC.CL	(s AE ng k)(t AN)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-LCC	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.3802	N
originate	ER0IH1JHAH0NEY2T	0102	L.L.CL.CTC	(ER)(IH)(jh AH)(n EY t)	0	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ey	0	1	 t	1.2041	V
stratosphere	STRAE1TAH0SFIH2R	102	CCCL.CL.CCLC	(s t r AE)(t AH)(s f IH r)	CCC	1	L	other	H	complex	shortV	other	-V	antepenult	2	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	CC	ih	0	1	 r	1.2553	N
minster	MIH1NSTER0	10	CLC.CCL	(m IH n)(s t ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-LC	other	other	-V	suffix	open	noPrefix	other	CC	er	1	0		0.9031	N
ugly	AH1GLIY0	10	L.CCL	(AH)(g l IY)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	0	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	CC	iy	1	0		3.1565	A
moratorium	MAO2RAH0TAO1RIY0AH0M	20100	CL.CL.CL.CL.L	(m AO)(r AH)(t AO)(r IY)(AN)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	0	an	0	0		1.1139	N
suppose	SAH0POW1Z	01	CL.CTC	(s AH)(p OW z)	other	other	L	other	H	simple	longV	other	other	final	1	other	C	other	-V	other	otherSingleton	-TC	noSuffix	Singleton	noPrefix	other	C	ow	0	1	 z	3.4556	V
motorist	MOW1TER0IH0ST	100	CT.CL.LCC	(m OW)(t ER)(IH s t)	C	1	L	other	H	complex	shortV	other	-VV	antepenult	0	other	C	noshiftOneSyll	-V	H	SCluster	-LCC	suffix	Cluster	noPrefix	other	0	ih	0	2	 s t	1.2553	N
itinerary	AY2TIH1NER0EH2RIY0	21020	T.CL.CL.L.CL	(AY)(t IH)(n ER)(EH)(r IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	0	preantepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	2	0		1.8261	N
convalesce	KAA2NVAH0LEH1S	201	CLC.CL.CLC	(k AA n)(v AH)(l EH s)	C	2	L	other	H	complex	shortV	other	-LC	final	1	other	C	other	-V	H	S	-LC	noSuffix	Singleton	prefix	unstressed	C	eh	0	1	 s	0.6021	V
reconnaissance	RIY0KAA1NAH0SAH0NS	0100	CL.CL.CL.CLC	(r IY)(k AA)(n AH)(s AN s)	C	1	L	L	H	simple	shortV	-V	-V	antepenult	0	0	C	other	-V	L	S	-LC	noSuffix	Singleton	noPrefix	other	C	an	0	1	 s	1.8513	N
balance	BAE1LAH0NS	10	CL.CLC	(b AE)(l AN s)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	S	-LC	noSuffix	Singleton	noPrefix	other	C	an	1	1	 s	2.7818	V
standardize	STAE1NDER0DAY2Z	102	CCLC.CL.CTC	(s t AE n)(d ER)(d AY z)	CC	1	L	other	H	complex	longV	other	-LC	antepenult	2	other	C	noshiftOneSyll	-V	H	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	0	1	 z	0.6021	V
anchor	AE1NGKER0	10	LC.CL	(AE ng)(k ER)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	0	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	er	1	0		2.2765	V
seven	SEH1VAH0N	10	CL.CL	(s EH)(v AN)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		3.4442	NUM
incontinent	IH0NKAA1NTAH0NAH0NT	0100	LC.CLC.CL.CLC	(IH n)(k AA n)(t AH)(n AN t)	C	1	L	H	H	complex	shortV	-LC	-LC	antepenult	0	0	C	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	an	0	1	 t	1.2553	A
metropolitan	MEH2TRAH0PAA1LAH0TAH0N	20100	CL.CCL.CL.CL.CL	(m EH)(t r AH)(p AA)(l AH)(t AN)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	an	0	0		1.8062	A
mexico	MEH1KSAH0KOW0	100	CLC.CL.CT	(m EH k)(s AH)(k OW)	C	1	L	other	H	simple	longV	other	-LC	antepenult	0	other	C	other	-V	H	other	-VV	noSuffix	open	noPrefix	other	C	ow	0	0		2.8376	NA
diaphragm	DAY1AH0FRAE2M	102	CT.L.CCLC	(d AY)(AH)(f r AE m)	C	1	L	other	H	simple	shortV	other	-VV	antepenult	2	other	0	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	ae	0	1	 m	1.8451	N
recuperate	RIH0KUW1PER0EY2T	0102	CL.CL.CL.TC	(r IH)(k UW)(p ER)(EY t)	C	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	0	ey	0	1	 t	1.2304	V
spectacle	SPEH1KTAH0KAH0L	100	CCLC.CL.CL	(s p EH k)(t AH)(k AL)	CC	1	L	other	L	simple	shortV	other	-LC	antepenult	0	other	C	other	-V	H	other	-V	noSuffix	open	noPrefix	other	C	al	0	0		2.0682	N
lugubrious	LAH0GUW1BRIY0AH0S	0100	CL.CL.CCL.LC	(l AH)(g UW)(b r IY)(AH s )	C	1	L	L	H	complex	shortV	-V	-V	antepenult	0	0	CC	antepenultShift	-V	L	S	-LC	suffix	Singleton	noPrefix	other	0	ah	0	2	 s 	0.6021	A
inscrutable	IH0NSKRUW1TAH0BAH0L	0100	LC.CCCL.CL.CL	(IH n)(s k r UW)(t AH)(b AL)	CCC	1	L	H	L	complex	shortV	-LC	-V	antepenult	0	0	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.3802	A
seattle	SIY0AE1TAH0L	010	CL.L.CL	(s IY)(AE)(t AL)	C	0	L	other	L	simple	shortV	other	-V	penult	0	other	0	other	-V	L	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		2.4393	NA
sever	SEH1VER0	10	CL.CL	(s EH)(v ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		1.8195	V
abscess	AE1BSEH2S	12	LC.CLC	(AE b)(s EH s)	other	other	H	other	H	complex	shortV	other	other	penult	2	other	0	noshiftOneSyll	-LC	other	S	-LC	suffix	Singleton	noPrefix	other	C	eh	1	1	 s	1.3424	N
finalize	FAY1NAH0LAY2Z	102	CT.CL.CTC	(f AY)(n AH)(l AY z)	C	1	L	other	H	complex	longV	other	-VV	antepenult	2	other	C	noshiftOneSyll	-V	H	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ay	0	1	 z	1.4150	V
polaroid	POW1LER0OY2D	102	CT.CL.TC	(p OW)(l ER)(OY d)	C	1	L	other	H	simple	longV	other	-VV	antepenult	2	other	C	other	-V	H	otherSingleton	-TC	noSuffix	Singleton	noPrefix	other	0	oy	0	1	 d	1.7482	NA
modality	MAH0DAE1LAH0TIY0	0100	CL.CL.CL.CL	(m AH)(d AE)(l AH)(t IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.4771	N
canny	KAE1NIY0	10	CL.CL	(k AE)(n IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	iy	1	0		1.0000	A
contaminate	KAH0NTAE1MAH0NEY2T	0102	CL.CL.CL.CTC	(k AN)(t AE)(m AH)(n EY t)	C	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	prefix	unstressed	C	ey	0	1	 t	1.5185	V
reptilian	REH2PTIH1LYAH0N	210	CLC.CL.CCL	(r EH p)(t IH)(l y AN)	C	2	L	other	L	complex	shortV	other	-LC	penult	0	other	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	CC	an	1	0		1.1761	A
vegetable	VEH1JHTAH0BAH0L	100	CLC.CL.CL	(v EH jh)(t AH)(b AL)	C	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	C	noshiftTwoSyll	-V	H	other	-V	suffix	open	noPrefix	other	C	al	0	0		2.3784	N
sodden	SAA1DAH0N	10	CL.CL	(s AA)(d AN)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		0.8451	A
militaristic	MIH2LIH0TER0IH1STIH0K	20010	CL.CL.CL.L.CCLC	(m IH)(l IH)(t ER)(IH)(s t IH k)	C	0	L	L	H	complex	shortV	-V	-V	penult	0	0	0	penultShift	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	CC	ih	1	1	 k	0.7782	A
evolve	IY0VAA1LV	01	L.CLCC	(IY)(v AA l v)	other	other	L	other	H	simple	shortV	other	other	final	1	other	0	other	-V	other	otherCluster	-LCC	noSuffix	Cluster	noPrefix	other	C	aa	0	2	 l v	1.8388	V
condemnation	KAA2NDAH0MNEY1SHAH0N	2010	CLC.CL.CT.CL	(k AA n)(d AN)(n EY)(sh AN)	C	0	H	H	L	complex	shortV	-LC	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		1.3010	N
opulent	AA1PYAH0LAH0NT	100	L.CCL.CLC	(AA)(p y AH)(l AN t)	0	1	L	other	H	simple	shortV	other	-V	antepenult	0	other	CC	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	an	0	1	 t	0.9031	A
delight	DIH0LAY1T	01	CL.CTC	(d IH)(l AY t)	other	other	L	other	H	complex	longV	other	other	final	1	other	C	other	-V	other	otherSingleton	-TC	noSuffix	Singleton	prefix	unstressed	C	ay	0	1	 t	2.3766	V
renaissance	REH2NAH0SAA1NS	201	CL.CL.CLCC	(r EH)(n AH)(s AA n s)	C	2	L	other	H	simple	shortV	other	-V	final	1	other	C	other	-V	L	otherCluster	-LCC	noSuffix	Cluster	noPrefix	other	C	aa	0	2	 n s	1.9445	N
garlic	GAA1RLIH0K	10	CLC.CLC	(g AA r)(l IH k)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	penultShift	-LC	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	2.2856	N
warden	WAO1RDAH0N	10	CLC.CL	(w AO r)(d AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		2.2856	N
unicorn	YUW1NIH0KAO2RN	102	CL.CL.CLCC	(y UW)(n IH)(k AO r n)	C	1	L	other	H	simple	shortV	other	-V	antepenult	2	other	C	other	-V	L	otherCluster	-LCC	noSuffix	Cluster	noPrefix	other	C	ao	0	2	 r n	1.5798	N
jealous	JHEH1LAH0S	10	CL.CLC	(jh EH)(l AH s)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	antepenultShift	-V	other	S	-LC	suffix	Singleton	noPrefix	other	C	ah	1	1	 s	3.0821	A
albino	AE2LBAY1NOW0	210	LC.CT.CT	(AE l)(b AY)(n OW)	0	2	H	other	H	simple	longV	other	-LC	penult	0	other	C	other	-VV	H	other	-VV	noSuffix	open	noPrefix	other	C	ow	1	0		1.6128	N
opportunity	AA2PER0TUW1NAH0TIY0	20100	L.CL.CL.CL.CL	(AA)(p ER)(t UW)(n AH)(t IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		3.1861	N
butter	BAH1TER0	10	CL.CL	(b AH)(t ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.8280	V
